OBJECTID	Color	ORIG_FID	MBG_Diameter	Shape_Length	Shape_Area	X	Y	OBJECTID_1	IN_FID	NEAR_FID	NEAR_DIST	NEAR_RANK	OBJECTID_12	Color_1	ORIG_FID_1	RASTERVALU	X_1	Y_1
601		601	4.503954606	14.14951288	15.93210329	-5915597	1196123.25	866	2	601	982698.6321	866	601		601	-123	-5915597	1196123.125
602		602	12.56523461	39.47492382	124.0031556	-5915599	1196134	869	2	602	982701.4411	869	602		602	-123	-5915599	1196134.125
603		603	2.870517988	9.017928105	6.471480891	-5915607.5	1196133.25	909	2	603	982714.5029	909	603		603	-123	-5915607.5	1196133.25
604		604	4.486412156	14.09427732	15.80795754	-5915597.5	1196140.375	886	2	604	982707.3868	886	604		604	-123	-5915597	1196140.25
605		605	3.12430834	9.815277925	7.666468204	-5915598	1196142.375	897	2	605	982709.8166	897	605		605	-123	-5915598	1196142.5
606		606	4.751098319	14.9257067	17.72800813	-5915600	1196148.375	906	2	606	982713.3739	906	606		606	-123	-5915600	1196148.375
607		607	4.977735548	15.63821991	19.46098276	-5915596	1196147.125	893	2	607	982708.7614	893	607		607	-123	-5915596	1196146.875
608		608	3.689773361	11.59184858	10.69290073	-5915602	1196140.25	903	2	608	982712.3246	903	608		608	-123	-5915602	1196140.125
609		609	7.027136829	22.07652346	38.78390213	-5915551	1196102.125	753	2	609	982644.4001	753	609		609	-123	-5915551	1196102.25
610		610	9.298469356	29.21209929	67.90717631	-5915536	1196091.625	716	2	610	982624.4261	716	610		610	-123	-5915536	1196091.75
611		611	3.62290668	11.38178107	10.3088588	-5915564	1196122	792	2	611	982667.3252	792	611		611	-123	-5915563.5	1196121.875
612		612	2.584675732	8.119760372	5.246583163	-5915569	1196116.125	797	2	612	982670.0827	797	612		612	-123	-5915569	1196116.125
613		613	2.146232434	6.742889175	3.618113442	-5915569	1196091.25	776	2	613	982658.8036	776	613		613	-123	-5915569.5	1196091.125
614		614	2.528328589	7.942671043	5.020226223	-5915572	1196092.25	782	2	614	982662.0491	782	614		614	-123	-5915572	1196092.25
615		615	2.344313832	7.364997185	4.316535394	-5915579	1196103.375	804	2	615	982673.551	804	615		615	-123	-5915579	1196103.375
616		616	19.41596627	60.99733385	296.081888	-5915616.5	1196082.125	838	2	616	982690.0289	838	616		616	-123	-5915615.5	1196082.625
617		617	6.695747665	21.03556999	35.21264956	-5915620.5	1196104.875	900	2	617	982711.4271	900	617		617	-123	-5915620	1196104.75
618		618	4.367906789	13.72208192	14.98408237	-5915626.5	1196129	935	2	618	982729.5199	935	618		618	-123	-5915626.5	1196129.375
619		619	2.991559785	9.398340287	7.02898258	-5915628	1196126.75	938	2	619	982730.3637	938	619		619	-123	-5915628	1196126.5
620		620	2.666957737	8.378627613	5.586449964	-5915624.5	1196121.875	928	2	620	982724.9455	928	620		620	-123	-5915624.5	1196122
621		621	2.500162765	7.854295796	4.909131231	-5915579	1196143.5	848	2	621	982692.538	848	621		621	-123	-5915579	1196143.625
622		622	3.651502954	11.47154588	10.47210597	-5915584.5	1196143.25	861	2	622	982697.0858	861	622		622	-123	-5915584.5	1196143.125
623		623	3.709207659	11.65261587	10.80530415	-5915590	1196146	873	2	623	982702.8509	873	623		623	-123	-5915589.5	1196145.875
624		624	1.853836029	5.824064082	2.699245747	-5915587.5	1196143	868	2	624	982700.6111	868	624		624	-123	-5915587.5	1196143
625		625	2.611179522	8.20301258	5.354721539	-5915591.5	1196147	881	2	625	982706.2418	881	625		625	-123	-5915592	1196147.125
626		626	3.038598695	9.546161801	7.251831728	-5915577	1196147.75	843	2	626	982691.8979	843	626		626	-123	-5915577	1196147.625
627		627	2.086122202	6.55396757	3.418209778	-5915577	1196144.75	842	2	627	982691.4031	842	627		627	-123	-5915577	1196144.875
628		628	2.545417806	7.996653118	5.088697688	-5915580	1196145.375	853	2	628	982693.8906	853	628		628	-123	-5915580	1196145.375
629		629	1.591284025	4.998902241	1.988563315	-5915576.5	1196139.625	835	2	629	982688.6939	835	629		629	-123	-5915576.5	1196139.625
630		630	2.285081833	7.178853377	4.101099466	-5915578.5	1196140.5	839	2	630	982690.4639	839	630		630	-123	-5915578.5	1196140.75
631		631	2.957503261	9.291260276	6.869725569	-5915589	1196148.5	875	2	631	982703.461	875	631		631	-123	-5915589	1196148.375
632		632	2.782215347	8.740539085	6.079481963	-5915586.5	1196146	867	2	632	982700.1507	867	632		632	-123	-5915586.5	1196146
633		633	19.39950162	60.94564085	295.5802636	-5915612	1196220.5	989	2	633	982754.6597	989	633		633	-123	-5915611.5	1196220.25
634		634	7.722745139	24.26203054	46.84297035	-5915618.5	1196219.625	1009	2	634	982763.2602	1009	634		634	-123	-5915619	1196220
635		635	3.920443778	12.31668656	12.07196353	-5915616	1196221.625	1006	2	635	982762.7546	1006	635		635	-123	-5915616	1196221.5
636		636	1.783707083	5.603920455	2.499044906	-5915615	1196224.5	1016	2	636	982764.3299	1016	636		636	-123	-5915615	1196224.625
637		637	4.95112622	15.55454538	19.25328239	-5915622.5	1196212.125	1013	2	637	982763.8475	1013	637		637	-123	-5915623	1196212.25
638		638	2.816949947	8.849482003	6.231976927	-5915624	1196216.25	1025	2	638	982768.3904	1025	638		638	-123	-5915624	1196216
639		639	3.671900448	11.5355336	10.58925759	-5915623	1196220.75	1028	2	639	982769.3333	1028	639		639	-123	-5915622.5	1196220.75
640		640	4.208530236	13.22141209	13.91059861	-5915600	1196218.875	967	2	640	982746.0779	967	640		640	-123	-5915600	1196218.75
641		641	7.067290054	22.20264977	39.22832391	-5915597.5	1196224.875	965	2	641	982745.7262	965	641		641	-123	-5915599	1196224.5
642		642	7.400462865	23.24933777	43.01414652	-5915602.5	1196226.5	985	2	642	982751.5442	985	642		642	-123	-5915602.5	1196226.875
643		643	8.975824632	28.19863908	63.27708057	-5915615	1196203.875	984	2	643	982751.1748	984	643		643	-123	-5915614	1196204.625
644		644	2.915013636	9.158056751	6.674162814	-5915621	1196198.625	991	2	644	982757.2839	991	644		644	-123	-5915621.5	1196198.5
645		645	3.061072568	9.616698669	7.359395655	-5915625.5	1196197.125	999	2	645	982761.1903	999	645		645	-123	-5915625.5	1196197.25
646		646	2.891383177	9.083293801	6.565636873	-5915631	1196199.625	1021	2	646	982766.8379	1021	646		646	-123	-5915631	1196199.5
647		647	7.115656767	22.35431687	39.76609462	-5915640.5	1196189.875	1029	2	647	982769.779	1029	647		647	-123	-5915641	1196189
648		648	2.657931984	8.350246598	5.54866798	-5915620.5	1196207.875	998	2	648	982760.9105	998	648		648	-123	-5915620.5	1196207.75
649		649	3.148180854	9.890361995	7.784209411	-5915637.5	1196207.25	1037	2	649	982776.536	1037	649		649	-123	-5915637.5	1196207.25
650		650	11.8331518	37.17468988	109.972689	-5915598	1196203.125	940	2	650	982733.4807	940	650		650	-123	-5915598	1196203.125
651		651	5.796359892	18.20965281	26.38720962	-5915614.5	1196181.875	957	2	651	982742.379	957	651		651	-123	-5915614.5	1196182.125
652		652	5.441482521	17.09469589	23.25481529	-5915617	1196191	973	2	652	982748.405	973	652		652	-123	-5915617	1196191.25
653		653	6.943748759	21.81443568	37.86849988	-5915620.5	1196182.5	970	2	653	982747.1016	970	653		653	-123	-5915620.5	1196182
654		654	4.954854392	15.56627437	19.28232941	-5915628	1196176.625	987	2	654	982752.4547	987	654		654	-123	-5915627.5	1196176.25
655		655	5.127026536	16.10685515	20.64484573	-5915631.5	1196178.5	990	2	655	982756.5301	990	655		655	-123	-5915631.5	1196178.25
656		656	6.71222674	21.08735227	35.38622562	-5915581	1196175.5	887	2	656	982708.0095	887	656		656	-123	-5915581.5	1196175.375
657		657	4.865321412	15.28513763	18.59211698	-5915580.5	1196181	896	2	657	982709.7981	896	657		657	-123	-5915580.5	1196181.125
658		658	3.041823788	9.556282818	7.267216932	-5915613	1196166	941	2	658	982734.4275	941	658		658	-123	-5915613	1196166.125
659		659	10.80622138	33.94899269	91.71574994	-5915596	1196182.875	923	2	659	982721.963	923	659		659	-123	-5915595.5	1196182.625
660		660	7.025987751	22.07289999	38.77117181	-5915577	1196192.875	899	2	660	982711.3373	899	660		660	-123	-5915577	1196193
661		661	3.077909825	9.66932774	7.440167238	-5915576.5	1196187.75	898	2	661	982710.1704	898	661		661	-123	-5915576.5	1196187.75
662		662	1.727705314	5.428043792	2.344643518	-5915580	1196185.625	904	2	662	982713.1462	904	662		662	-123	-5915580	1196185.5
663		663	3.378878806	10.61502408	8.966688929	-5915581.5	1196187.625	910	2	663	982714.5359	910	663		663	-123	-5915581.5	1196187.625
664		664	2.199098205	6.908676409	3.798217575	-5915590.5	1196178.125	916	2	664	982719.4751	916	664		664	-123	-5915590.5	1196178.25
665		665	1.91543837	6.017316793	2.881349157	-5915593	1196174.625	921	2	665	982720.3605	921	665		665	-123	-5915593	1196174.75
666		666	2.093714595	6.577587374	3.442891905	-5915594	1196177.5	924	2	666	982722.5194	924	666		666	-123	-5915594	1196177.625
667		667	3.339482974	10.49108822	8.758529844	-5915586.5	1196194.875	925	2	667	982722.5888	925	667		667	-123	-5915586.5	1196194.875
668		668	2.875055516	9.032521111	6.492442418	-5915575.5	1196198	908	2	668	982713.9323	908	668		668	-123	-5915575.5	1196198
669		669	3.297614042	10.35955753	8.540288634	-5915562	1196210.75	883	2	669	982707.0789	883	669		669	-123	-5915562	1196210.875
670		670	4.000430433	12.56762725	12.56888402	-5915562	1196214.5	891	2	670	982708.6664	891	670		670	-123	-5915562	1196214.5
671		671	4.025698077	12.64740121	12.7289543	-5915565	1196208.75	894	2	671	982708.9595	894	671		671	-123	-5915565	1196208.625
672		672	6.047515865	18.99878157	28.72378289	-5915567.5	1196202.25	885	2	672	982707.3282	885	672		672	-123	-5915567.5	1196202.25
673		673	6.695100523	21.03327697	35.20497316	-5915569.5	1196214.25	907	2	673	982713.7077	907	673		673	-123	-5915569	1196214.375
674		674	5.084212601	15.97279953	20.30262616	-5915565.5	1196218.125	905	2	674	982713.2667	905	674		674	-123	-5915565.5	1196218.125
675		675	9.101243852	28.59257722	65.05740576	-5915568	1196182.375	860	2	675	982696.5407	860	675		675	-123	-5915568	1196182.5
676		676	4.136647575	12.99551217	13.43930891	-5915565.5	1196193.75	870	2	676	982702.0855	870	676		676	-123	-5915565.5	1196193.875
677		677	4.073322213	12.79664936	13.03114796	-5915569	1196196.75	882	2	677	982706.9013	882	677		677	-123	-5915569	1196196.875
678		678	8.273230518	25.9909182	53.7567966	-5915535.5	1196207.375	810	2	678	982677.4681	810	678		678	-123	-5915535	1196208
679		679	5.900555757	18.53723184	27.34512413	-5915519	1196219.125	795	2	679	982668.6606	795	679		679	-123	-5915519	1196219
680		680	3.921572921	12.32027768	12.0790041	-5915530	1196216	814	2	680	982678.967	814	680		680	-123	-5915530	1196215.875
681		681	4.691306904	14.73831649	17.28565707	-5915534	1196219.25	826	2	681	982683.543	826	681		681	-123	-5915534	1196219.5
682		682	11.26220752	35.38098615	99.61620738	-5915540	1196230.25	847	2	682	982692.4787	847	682		682	-123	-5915540	1196228.75
683		683	4.606484913	14.4714324	16.66530156	-5915543.5	1196224.5	857	2	683	982695.3683	857	683		683	-123	-5915543.5	1196224.625
684		684	3.485902631	10.95110632	9.543465921	-5915534	1196236.375	844	2	684	982692.011	844	684		684	-123	-5915534	1196236.25
685		685	4.689857312	14.73331364	17.27392399	-5915530.5	1196239.75	837	2	685	982689.9361	837	685		685	-123	-5915530.5	1196239.75
686		686	13.11753628	41.20975632	135.1419648	-5915491	1196245.75	768	2	686	982653.3578	768	686		686	-123	-5915490.5	1196246.375
687		687	3.318623741	10.42584609	8.64993322	-5915497.5	1196233.25	773	2	687	982656.6454	773	687		687	-123	-5915497.5	1196233.25
688		688	5.831225856	18.31956925	26.70672604	-5915512.5	1196221.5	784	2	688	982663.7809	784	688		688	-123	-5915512.5	1196221.375
689		689	5.550940334	17.43898082	24.20094564	-5915491.5	1196180.625	718	2	689	982625.3148	718	689		689	-123	-5915491.5	1196180.75
690		690	2.558714406	8.038707286	5.142361053	-5915493	1196185.5	731	2	690	982630.4944	731	690		690	-123	-5915493	1196185.5
691		691	6.683396671	20.99652034	35.08203601	-5915497	1196183.125	732	2	691	982631.0983	732	691		691	-123	-5915497	1196183.375
692		692	2.479333318	7.788949116	4.827784425	-5915499.5	1196186.25	742	2	692	982637.0554	742	692		692	-123	-5915499.5	1196186.25
693		693	2.982742921	9.370720587	6.987729951	-5915496.5	1196177.25	730	2	693	982629.6868	730	693		693	-123	-5915496.5	1196177.5
694		694	3.435220269	10.79179443	9.267817295	-5915473.5	1196183.875	683	2	694	982610.8188	683	694		694	-123	-5915473.5	1196183.75
695		695	14.81301457	46.53643149	172.3361122	-5915464	1196205.125	672	2	695	982606.2548	672	695		695	-123	-5915464	1196204.875
696		696	7.973699796	25.04999946	49.93506017	-5915630	1196298.5	1075	2	696	982809.7451	1075	696		696	-123	-5915630	1196298.5
697		697	6.290169744	19.76087857	31.07439164	-5915623.5	1196291.5	1070	2	697	982800.5143	1070	697		697	-123	-5915623.5	1196291.25
698		698	16.74721818	52.61271866	220.278253	-5915642.5	1196307.25	1087	2	698	982820.6303	1087	698		698	-123	-5915642	1196307.5
699		699	13.61633223	42.77686805	145.6156671	-5915663	1196316.75	1102	2	699	982847.6548	1102	699		699	-103	-5915663	1196316.875
700		700	8.588695947	26.98188267	57.93414938	-5915603	1196323.125	1064	2	700	982795.5082	1064	700		700	-103	-5915603	1196322.875
701		701	7.065617997	22.19716657	39.20895053	-5915620	1196338.25	1085	2	701	982818.5298	1085	701		701	-103	-5915620	1196338.875
702		702	5.897247771	18.5266002	27.31376667	-5915708	1196328.5	1120	2	702	982897.7524	1120	702		702	-67	-5915707.5	1196328.375
703		703	4.881063111	15.33445332	18.71228105	-5915653.5	1196322	1098	2	703	982843.6839	1098	703		703	-103	-5915653.5	1196322
704		704	7.166146636	22.51296712	40.33254341	-5915652	1196273.125	1084	2	704	982818.4889	1084	704		704	-123	-5915652	1196273.125
705		705	7.965978023	25.0257533	49.83844164	-5915608	1196288	1051	2	705	982783.5068	1051	705		705	-123	-5915608	1196287.25
706		706	7.373216649	23.16351081	42.69715175	-5915597.5	1196283.25	1031	2	706	982772.9879	1031	706		706	-123	-5915597	1196283.25
707		707	6.843619553	21.5001735	36.78527991	-5915590	1196280.75	1017	2	707	982764.6259	1017	707		707	-123	-5915590	1196280.25
708		708	4.549288482	14.29190701	16.2543834	-5915592.5	1196264.5	993	2	708	982760.2224	993	708		708	-123	-5915593	1196264.5
709		709	3.247181222	10.20110975	8.281041791	-5915597.5	1196260	1008	2	709	982763.0571	1008	709		709	-123	-5915597.5	1196260
710		710	2.306137327	7.24482682	4.176823784	-5915596.5	1196257.25	1004	2	710	982761.9202	1004	710		710	-123	-5915597	1196257.375
711		711	4.73584025	14.87800652	17.61487743	-5915598.5	1196263.25	1018	2	711	982765.1787	1018	711		711	-123	-5915598.5	1196263.625
712		712	3.180619897	9.992324364	7.945535689	-5915599.5	1196256.75	1014	2	712	982763.9694	1014	712		712	-123	-5915599.5	1196256.75
713		713	1.951063651	6.129154897	2.989450248	-5915601	1196260.125	1022	2	713	982767.3901	1022	713		713	-123	-5915601	1196260
714		714	7.104917125	22.32067115	39.64647994	-5915602	1196251.625	1002	2	714	982761.8476	1002	714		714	-123	-5915602	1196252
715		715	13.32196593	41.85217511	139.3882621	-5915632.5	1196349.625	1092	2	715	982832.7007	1092	715		715	-103	-5915632.5	1196349.375
716		716	4.739390374	14.88914064	17.64125186	-5915643.5	1196364.875	1107	2	716	982854.7207	1107	716		716	-103	-5915643.5	1196364.75
717		717	5.270007009	16.55645434	21.81347255	-5915641	1196361.125	1105	2	717	982850.2684	1105	717		717	-103	-5915641	1196361.25
718		718	6.277328995	19.72071957	30.94821825	-5915628.5	1196359.125	1094	2	718	982837.6827	1094	718		718	-103	-5915628.5	1196359.25
719		719	5.344812226	16.79123052	22.43650383	-5915636.5	1196361	1100	2	719	982845.5045	1100	719		719	-103	-5915636	1196361.125
720		720	2.526239157	7.936158961	5.011997575	-5915635	1196357.375	1099	2	720	982844.208	1099	720		720	-103	-5915635	1196357.375
721		721	2.550136407	8.011251972	5.10729471	-5915632.5	1196357.75	1096	2	721	982841.8977	1096	721		721	-103	-5915632.5	1196357.625
722		722	4.976219229	15.63302561	19.44805682	-5915643.5	1196350.25	1103	2	722	982848.1337	1103	722		722	-103	-5915643.5	1196351.375
723		723	7.359297582	23.11996406	42.53676377	-5915643	1196355.625	1104	2	723	982849.2203	1104	723		723	-103	-5915643	1196355.875
724		724	6.029641254	18.94288779	28.55502268	-5915646	1196360.5	1106	2	724	982853.9668	1106	724		724	-103	-5915646	1196360.375
725		725	4.814258347	15.12454096	18.20348503	-5915647	1196364.875	1109	2	725	982858.7481	1109	725		725	-103	-5915647	1196364.875
726		726	3.153422797	9.906907482	7.810275446	-5915648	1196367.5	1112	2	726	982861.1086	1112	726		726	-103	-5915648	1196367.5
727		727	2.453477587	7.707583416	4.727446289	-5915625.5	1196340.25	1089	2	727	982827.3636	1089	727		727	-103	-5915625.5	1196340.375
728		728	3.557658624	11.17653003	9.940405805	-5915627	1196342.5	1091	2	728	982829.0861	1091	728		728	-103	-5915627	1196342.375
729		729	6.98515965	21.94460602	38.32178343	-5915656	1196359.75	1113	2	729	982864.2098	1113	729		729	-103	-5915656	1196359.75
730		730	3.058988763	9.610131933	7.3493484	-5915676	1196360.5	1117	2	730	982884.01	1117	730		730	-103	-5915676	1196360.625
731		731	3.133175068	9.842851478	7.709602731	-5915680	1196362	1119	2	731	982888.1818	1119	731		731	-103	-5915680	1196362
732		732	3.060481337	9.614792736	7.356478827	-5915669.5	1196321.125	1110	2	732	982859.6995	1110	732		732	-103	-5915669.5	1196321.125
733		733	3.354315239	10.53815841	8.837299646	-5915683	1196351.375	1118	2	733	982886.3019	1118	733		733	-103	-5915683	1196351.625
734		734	52.41019161	164.6514993	2157.354502	-5915556	1196254.125	859	2	734	982696.0503	859	734		734	-123	-5915559.5	1196249.5
735		735	4.452127089	13.98688231	15.56796969	-5915542.5	1196258.125	895	2	735	982709.7643	895	735		735	-123	-5915542.5	1196257.875
736		736	5.064836578	15.91153847	20.14719002	-5915540.5	1196252.5	878	2	736	982705.6136	878	736		736	-123	-5915540.5	1196252.5
737		737	17.1273619	53.80747239	230.3962038	-5915516.5	1196245.5	802	2	737	982672.862	802	737		737	-123	-5915517	1196247.125
738		738	9.112775632	28.62853606	65.22114474	-5915538	1196293.125	917	2	738	982719.6837	917	738		738	-123	-5915538.5	1196293
739		739	5.459639796	17.15203777	23.41108732	-5915545	1196290.375	932	2	739	982726.4215	932	739		739	-123	-5915544.5	1196290.375
740		740	6.518069455	20.4774031	33.36874669	-5915571	1196317.875	1011	2	740	982763.4112	1011	740		740	-103	-5915570.5	1196318.375
741		741	6.271131296	19.70135621	30.88747328	-5915578.5	1196324.625	1033	2	741	982774.1012	1033	741		741	-103	-5915578	1196324.625
742		742	4.833868489	15.18622195	18.3522629	-5915582	1196335.5	1050	2	742	982783.3771	1050	742		742	-103	-5915582.5	1196335.5
743		743	2.424107752	7.615848915	4.615585237	-5915582.5	1196338.125	1057	2	743	982785.6778	1057	743		743	-103	-5915582.5	1196338.125
744		744	3.711375174	11.65952389	10.81811937	-5915567.5	1196289.75	972	2	744	982748.2331	972	744		744	-123	-5915567.5	1196290
745		745	22.73597204	71.42700352	405.9896838	-5915558.5	1196347.5	992	2	745	982757.3379	992	745		745	-103	-5915559	1196348.625
746		746	6.576457733	20.66077674	33.9690519	-5915583.5	1196352.75	1062	2	746	982791.9047	1062	746		746	-103	-5915583	1196353.125
747		747	7.623871337	23.95120524	45.65043084	-5915528	1196354	953	2	747	982739.6926	953	747		747	-103	-5915528	1196354.125
748		748	4.050439297	12.72502105	12.88567445	-5915523	1196351.75	944	2	748	982735.3388	944	748		748	-103	-5915523	1196351.625
749		749	2.766790305	8.692279316	6.012533135	-5915536	1196356	977	2	749	982749.8041	977	749		749	-103	-5915536	1196356
750		750	2.727357714	8.56806565	5.841921365	-5915525	1196367.25	964	2	750	982744.7559	964	750		750	-103	-5915525	1196367.125
751		751	3.882971303	12.19857542	11.84154493	-5915533	1196362.625	976	2	751	982749.5335	976	751		751	-103	-5915533	1196362.5
752		752	11.76563542	36.96304202	108.7240315	-5915540	1196343.625	961	2	752	982743.9441	961	752		752	-103	-5915540	1196343.375
753		753	14.05781311	44.1639819	155.2124601	-5915507.5	1196281.375	823	2	753	982682.5511	823	753		753	-123	-5915507	1196281.25
754		754	1.668859621	5.242625281	2.187196341	-5915566	1196322.25	1010	2	754	982763.3331	1010	754		754	-103	-5915566	1196322.25
755		755	2.330557154	7.321795843	4.266044351	-5915569.5	1196328.875	1027	2	755	982769.2663	1027	755		755	-103	-5915569.5	1196328.75
756		756	2.721227065	8.549071143	5.816048218	-5915570.5	1196321.875	1020	2	756	982766.5358	1020	756		756	-103	-5915570	1196322
757		757	3.068529832	9.639977058	7.395067401	-5915564.5	1196324.75	1003	2	757	982761.9174	1003	757		757	-103	-5915564.5	1196324.5
758		758	1.897792592	5.962114542	2.828725246	-5915563	1196322.75	995	2	758	982760.6065	995	758		758	-103	-5915563	1196322.75
759		759	2.487390195	7.814054303	4.858956219	-5915575.5	1196332.25	1035	2	759	982776.2125	1035	759		759	-103	-5915575.5	1196332.25
760		760	4.873689211	15.31118012	18.65552464	-5915567	1196334	1024	2	760	982768.0292	1024	760		760	-103	-5915567.5	1196333.875
761		761	7.684751277	24.14261433	46.38298874	-5915561	1196338.375	1007	2	761	982762.9894	1007	761		761	-103	-5915561	1196337.875
762		762	14.90884883	46.83769072	174.5746118	-5915552.5	1196335.125	980	2	762	982750.1206	980	762		762	-103	-5915552.5	1196335.75
763		763	10.71420409	33.65985546	90.16015077	-5915635.5	1196233.875	1047	2	763	982782.9829	1047	763		763	-123	-5915635.5	1196232.625
764		764	14.19391161	44.59166798	158.2331856	-5915664.5	1196247.875	1082	2	764	982816.5932	1082	764		764	-123	-5915664	1196248
765		765	7.041884215	22.12250514	38.94563105	-5915649.5	1196226.75	1063	2	765	982794.8053	1063	765		765	-123	-5915649.5	1196226.5
766		766	7.495912173	23.54906437	44.13035791	-5915650.5	1196209.875	1060	2	766	982787.7296	1060	766		766	-123	-5915650.5	1196210
767		767	8.869011777	27.86307531	61.78004687	-5915654.5	1196232.25	1071	2	767	982801.243	1071	767		767	-123	-5915654.5	1196232.25
768		768	4.48126343	14.07829968	15.77213723	-5915661	1196233	1076	2	768	982810.1302	1076	768		768	-123	-5915660.5	1196232.625
769		769	4.020856587	12.63168255	12.69733394	-5915664	1196232.625	1079	2	769	982812.9075	1079	769		769	-123	-5915664	1196232.875
770		770	8.648586972	27.17019271	58.74563108	-5915675	1196223.625	1083	2	770	982816.8819	1083	770		770	-123	-5915675	1196224
771		771	4.06322529	12.76491927	12.96660499	-5915655	1196221.5	1069	2	771	982799.6349	1069	771		771	-123	-5915655	1196221.625
772		772	7.797640308	24.49670366	47.75352477	-5915686.5	1196187.125	1078	2	772	982811.2773	1078	772		772	-123	-5915686.5	1196187.5
773		773	9.898088551	31.09552398	76.94597281	-5915720	1196236.5	1114	2	773	982864.6693	1114	773		773	-87	-5915720	1196236.5
774		774	3.881786716	12.19501308	11.83462979	-5915725	1196231.25	1116	2	774	982870.2485	1116	774		774	-87	-5915725.5	1196231
775		775	3.017818173	9.480969681	7.153122317	-5915722.5	1196226.125	1115	2	775	982865.7291	1115	775		775	-87	-5915722.5	1196226.125
776		776	4.03917174	12.68949984	12.81383552	-5915661	1196178.125	1055	2	776	982784.9731	1055	776		776	-123	-5915661	1196178.125
777		777	7.295634007	22.91988906	41.80374196	-5915701	1196166	1080	2	777	982815.4503	1080	777		777	-87	-5915701	1196166
778		778	8.827105422	27.7312592	61.19688494	-5915661.5	1196157	1032	2	778	982773.1561	1032	778		778	-123	-5915661	1196157.125
779		779	6.452089598	20.26958038	32.69487281	-5915690	1196146.75	1067	2	779	982796.5501	1067	779		779	-123	-5915690	1196146.625
780		780	6.01817196	18.90637268	28.44504106	-5915651.5	1196125	979	2	780	982750.0569	979	780		780	-123	-5915651.5	1196125
781		781	2.750747089	8.642021827	5.943206957	-5915652.5	1196121	983	2	781	982751	983	781		781	-123	-5915653	1196120.75
782		782	4.337987668	13.62849346	14.78038805	-5915674	1196147.875	1052	2	782	982783.8475	1052	782		782	-123	-5915674	1196148
783		783	3.129475316	9.83130005	7.691517594	-5915676.5	1196146.625	1056	2	783	982785.2898	1056	783		783	-123	-5915676.5	1196146.625
784		784	5.653019285	17.75978111	25.09951638	-5915661	1196114.375	988	2	784	982754.2049	988	784		784	-123	-5915661	1196114.5
785		785	3.747602181	11.7735315	11.0307143	-5915671	1196138.75	1036	2	785	982776.3409	1036	785		785	-123	-5915671	1196138.75
786		786	2.400743239	7.542021488	4.52653275	-5915683	1196127.125	1046	2	786	982782.9807	1046	786		786	-123	-5915683.5	1196127.125
787		787	3.283953458	10.31656349	8.469548247	-5915687.5	1196127.625	1058	2	787	982786.7052	1058	787		787	-123	-5915687.5	1196127.5
788		788	4.463554229	14.02261363	15.64761212	-5915690	1196124.375	1059	2	788	982787.1732	1059	788		788	-123	-5915690	1196124.25
789		789	2.477225409	7.782437781	4.819716025	-5915684	1196122.875	1045	2	789	982782.0828	1045	789		789	-123	-5915684	1196123
790		790	2.61461011	8.214330603	5.369507977	-5915685	1196125.5	1053	2	790	982783.9723	1053	790		790	-123	-5915685	1196125.625
791		791	2.671662503	8.393393092	5.606157081	-5915686.5	1196123.75	1054	2	791	982784.7173	1054	791		791	-123	-5915686.5	1196123.875
792		792	6.184446257	19.42917013	30.03991078	-5915693	1196112	1048	2	792	982783.2334	1048	792		792	-123	-5915693	1196112
793		793	57.21628595	179.7499495	2571.151635	-5915730	1196057.375	1026	2	793	982769.1663	1026	793		793	-87	-5915727.5	1196058
794		794	13.05627775	41.01776401	133.8856712	-5915728	1196039	1041	2	794	982778.8155	1041	794		794	-87	-5915728	1196039.125
795		795	5.469657703	17.18355994	23.4972166	-5915703	1196083.125	1042	2	795	982779.796	1042	795		795	-87	-5915703	1196083.375
796		796	7.557765551	23.74338902	44.86168197	-5915705	1196077.5	1040	2	796	982778.4806	1040	796		796	-87	-5915705.5	1196076.875
797		797	5.567155321	17.48987462	24.34240751	-5915698.5	1196052.75	1001	2	797	982761.7375	1001	797		797	-87	-5915698.5	1196052.625
798		798	3.645462694	11.45236187	10.43710999	-5915692	1196024	958	2	798	982743.001	958	798		798	-123	-5915692	1196023.875
799		799	5.629506426	17.68578136	24.89078763	-5915694.5	1196024.75	966	2	799	982745.9701	966	799		799	-123	-5915694.5	1196024.875
800		800	4.155635707	13.05520244	13.56304982	-5915699	1196048.25	997	2	800	982760.9063	997	800		800	-87	-5915699.5	1196048.25
801		801	4.61030224	14.48368461	16.69353279	-5915694.5	1196032.625	974	2	801	982749.0296	974	801		801	-123	-5915694.5	1196032.75
802		802	2.510484752	7.886654202	4.94966418	-5915692.5	1196029	969	2	802	982746.6681	969	802		802	-123	-5915693	1196028.875
803		803	2.582177122	8.112365844	5.237031567	-5915690	1196030.375	963	2	803	982744.4787	963	803		803	-123	-5915690	1196030.375
804		804	3.309961668	10.39858074	8.604750315	-5915707.5	1196029.75	994	2	804	982760.3624	994	804		804	-87	-5915707	1196030
805		805	10.59202621	33.27592901	88.11513568	-5915649.5	1196011.5	850	2	805	982693.4282	850	805		805	-123	-5915649.5	1196012.125
806		806	5.348925653	16.80406494	22.47081574	-5915653	1196018.625	871	2	806	982702.5718	871	806		806	-123	-5915653	1196018.125
807		807	4.296940726	13.49942363	14.50175583	-5915656	1196017.375	880	2	807	982706.0264	880	807		807	-123	-5915656	1196017.375
