OBJECTID_1	OBJECTID	Shape_Leng	ORIG_FID	MBG_Diameter	Shape_Length	Shape_Area	OBJECTID_12	IN_FID	NEAR_FID	NEAR_DIST	NEAR_RANK	OBJECTID_12_13	OBJECTID_12_13_14	Shape_Leng_1	ORIG_FID_1	RASTERVALU	X	Y
192	194	52.16136578	191	20.55635153	64.57939592	331.877716	228	2	192	812095.1235	228	192	194	52.16136578	192	-1554	-5758443	1146605.75
193	195	93.83155045	192	39.9014019	125.3538262	1250.447105	232	2	193	812111.266	232	193	195	93.83155045	193	-1554	-5758556.5	1146446.875
194	196	31.37866173	193	9.988138244	31.37866173	78.3536028	224	2	194	812080.7996	224	194	196	31.37866173	194	-1554	-5758524	1146416.375
195	197	21.80598627	194	6.941061008	21.80598627	37.83917025	241	2	195	812212.5142	241	195	197	21.80598627	195	-1554	-5758661.5	1146423.25
196	198	45.69100197	195	14.54389764	45.69100197	166.1313139	242	2	196	812231.6492	242	196	198	45.69100197	196	-1556	-5758966.5	1145904.5
197	199	48.65219028	196	15.48647315	48.65219028	188.3627096	243	2	197	812315.9621	243	197	199	48.65219028	197	-1556	-5759023.5	1145969.625
198	200	21.66896849	197	6.897446895	21.66896849	37.36513985	186	2	198	811902.1381	186	198	200	21.66896849	198	-1554	-5758780	1145581.125
199	201	63.36435242	198	22.56792029	70.89914885	400.0112253	212	2	199	812005.519	212	199	201	63.36435242	199	-1554	-5758852.5	1145666.5
200	202	58.75861136	199	18.7034469	58.75861136	274.7471418	179	2	200	811882.0418	179	200	202	58.75861136	200	-1547	-5758641	1145810.625
201	203	84.08835434	200	26.7661545	84.08835434	562.680471	153	2	201	811787.9962	153	201	203	84.08835434	201	-1547	-5758540	1145817.75
202	204	55.42583698	201	22.03817397	69.23499582	381.4533881	148	2	202	811777.6899	148	202	204	55.42583698	202	-1547	-5758546	1145779.25
203	205	38.11634131	202	14.84142485	46.62599862	173.0001298	145	2	203	811773.7595	145	203	205	38.11634131	203	-1547	-5758547.5	1145762.375
204	206	39.96422763	203	15.49894643	48.69135851	188.6661205	63	2	204	811344.3649	63	204	206	39.96422763	204	-1530	-5758269.5	1145411.5
205	207	31.02538363	204	11.28878511	35.46462479	100.0877381	60	2	205	811317.5256	60	205	207	31.02538363	205	-1530	-5758268.5	1145357.5
206	208	28.87519548	205	12.27000567	38.54747271	118.2447739	96	2	206	811587.9988	96	206	208	28.87519548	206	-1547	-5758512	1145453.375
207	209	43.52824388	206	17.94655494	56.38090672	252.9613951	172	2	207	811835.9968	172	207	209	43.52824388	207	-1562	-5758804.5	1145410.75
208	210	34.06964764	207	13.48141922	42.35314232	142.7451664	189	2	208	811910.1593	189	208	210	34.06964764	208	-1562	-5758903.5	1145373.625
209	211	41.23410117	208	17.02429014	53.48358483	227.6308677	158	2	209	811802.6539	158	209	211	41.23410117	209	-1569	-5759129	1144744.25
210	212	36.86357659	209	14.5128815	45.59383052	165.4254395	108	2	210	811626.5717	108	210	212	36.86357659	210	-1569	-5759037	1144557.75
211	213	49.42008501	210	18.61333027	58.4755763	272.1066511	90	2	211	811570.2904	90	211	213	49.42008501	211	-1569	-5758980.5	1144548.625
212	214	54.63562781	211	22.18432559	69.69424523	386.5306831	71	2	212	811430.9061	71	212	214	54.63562781	212	-1581	-5759017.5	1144198
213	215	39.52543762	212	12.58133755	39.52543762	124.3207181	72	2	213	811431.8923	72	213	215	39.52543762	213	-1567	-5758698	1144794.875
214	216	31.94872333	213	12.3514471	38.8030675	119.818052	132	2	214	811737.6385	132	214	216	31.94872333	214	-1547	-5758440.5	1145882.125
215	217	47.61363214	214	19.75825473	62.07250745	306.611694	161	2	215	811809.2343	161	215	217	47.61363214	215	-1559	-5758483.5	1145957.25
216	218	25.79994046	215	8.212376113	25.79994046	52.96970366	163	2	216	811812.6035	163	216	218	25.79994046	216	-1547	-5758521.5	1145881.625
217	219	48.75058263	216	20.14531962	63.28850182	318.742347	114	2	217	811657.9735	114	217	219	48.75058263	217	-1559	-5758351.5	1145899.375
218	220	38.24149688	217	12.69625991	39.88616849	126.6003117	118	2	218	811675.0133	118	218	220	38.24149688	218	-1559	-5758365.5	1145899.375
219	221	41.98528314	218	17.98382923	56.4981191	254.0142703	218	2	219	812031.5327	218	219	221	41.98528314	219	-1559	-5758534	1146307.625
220	222	11.60733343	219	4.604768969	14.46640658	16.65372809	225	2	220	812087.7863	225	220	222	11.60733343	220	-1554	-5758540.5	1146392.625
221	223	27.76816706	220	11.04446324	34.69731754	95.80362395	227	2	221	812093.4017	227	221	223	27.76816706	221	-1554	-5758550.5	1146393.25
222	224	24.16917472	221	10.13390089	31.83664633	80.65750092	209	2	222	811999.2386	209	222	224	24.16917472	222	-1547	-5758733.5	1145862.625
223	225	78.86107079	222	29.20068719	91.73639044	669.6894107	214	2	223	812012.4019	214	223	225	78.86107079	223	-1554	-5758761	1145856.625
224	226	21.33446856	223	8.568222164	26.91768937	57.65881203	166	2	224	811818.844	166	224	226	21.33446856	224	-1547	-5758583.5	1145777.125
225	227	37.01603754	224	11.7825707	37.01603754	109.0360198	147	2	225	811776.796	147	225	227	37.01603754	225	-1547	-5758711.5	1145462
226	228	151.0501765	225	56.61304561	177.8551765	2517.231489	58	2	226	811299.6727	58	226	228	151.0501765	226	-1567	-5758704	1144557
227	229	51.98828346	226	19.1933211	60.2978791	289.3304945	82	2	227	811503.7975	82	227	229	51.98828346	227	-1569	-5758898.5	1144573.25
228	230	53.51589312	227	22.83064371	71.72445275	409.3781156	3	2	228	810632.1413	3	228	230	53.51589312	228	-1575	-5758193	1144135.25
229	231	87.7659476	228	34.68268601	108.958666	944.7430177	2	2	229	810576.3197	2	229	231	87.7659476	229	-1575	-5758154	1144094.375
230	232	84.15392847	229	26.7870274	84.15392847	563.5583968	95	2	230	811583.5861	95	230	232	84.15392847	230	-1581	-5759186	1144207.625
231	233	101.5006181	230	32.30865021	101.5006181	819.8369916	77	2	231	811463.3036	77	231	233	101.5006181	231	-1581	-5758986	1144343.875
232	234	38.89924512	231	14.43111328	45.33666814	163.5646076	78	2	232	811468.9095	78	232	234	38.89924512	232	-1569	-5758804	1144672.25
233	235	21.98695057	232	8.037631136	25.25119971	50.74043303	84	2	233	811509.4829	84	233	235	21.98695057	233	-1569	-5758830.5	1144697.625
234	236	34.16394253	233	11.63482153	36.55161185	106.3171197	86	2	234	811550.8212	86	234	236	34.16394253	234	-1569	-5758863	1144726
235	237	33.69924304	234	13.20944623	41.49893579	137.0452714	109	2	235	811640.0863	109	235	237	33.69924304	235	-1569	-5758970.5	1144707.125
236	238	33.24964381	235	13.13292675	41.25832415	135.4606962	117	2	236	811673.8441	117	236	238	33.24964381	236	-1569	-5758986.5	1144741
237	239	23.11590579	236	9.67883909	30.40707087	73.57653113	141	2	237	811765.0666	141	237	239	23.11590579	237	-1569	-5759102	1144710.375
238	240	21.29057268	237	8.026412281	25.21558828	50.59741684	144	2	238	811770.2743	144	238	240	21.29057268	238	-1569	-5759137.5	1144650.875
239	241	19.20218509	238	7.605728081	23.89429873	45.43376359	151	2	239	811784.2537	151	239	241	19.20218509	239	-1569	-5759116.5	1144719.375
240	242	30.09520593	239	12.69625991	39.88666289	126.6034502	137	2	240	811752.3513	137	240	242	30.09520593	240	-1569	-5759068.5	1144750
241	243	31.22522636	240	9.939298251	31.22522636	77.58920942	126	2	241	811715.7993	126	241	243	31.22522636	241	-1569	-5759056.5	1144696.875
242	244	46.08672585	241	14.66986046	46.08672585	169.0214593	120	2	242	811679.912	120	242	244	46.08672585	242	-1569	-5759062	1144619.625
243	245	41.25319424	242	15.63753916	49.12707064	192.0577662	112	2	243	811650.8152	112	243	245	41.25319424	243	-1569	-5759029	1144621.75
244	246	20.96534784	243	7.275476598	22.85671627	41.57361698	105	2	244	811614.6137	105	244	246	20.96534784	244	-1569	-5758985.5	1144621.75
